
SetupTitle, ITO_IdVG_param_Vd
PrimitiveTest, I/V Sweep
TestParameter, Function.User.Definition, abs(Id), abs(Is), abs(Ig)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, Vd
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 1
TestParameter, Output.Graph.YAxis.Data, absId, absIs, absIg
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 1E-15, 1E-15, 1E-15
TestParameter, Output.Graph.YAxis.Top, 0.1, 0.1, 0.1
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.List.Data, Vg, Vd, Id, Is, Ig
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 12/18/2022 18:33:14
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 13
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, T=130C IdVd at Vg0
MetaData, TestRecord.LinkKey, 2c3a2733-d0e4-48fc-86da-e2d2825b1b43
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vd
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, absIs, absIg
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 3E-07, 1E-15, 1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0021000000000000003, 0.1, 0.1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 23.8127827784924
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 23.8127827784924
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 23.8127827784924
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 23.8127827784924
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 23.8127827784924
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vg, Vd, Id, Is, Ig
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ITO_IdVG_param_Vd
Dimension1, 101, 101, 101, 101, 101, 101, 101, 101
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1
DataName, Vd, Vg, Ig, Id, Is, absId, absIs, absIg
DataValue, 0, 0, 5.7806E-11, 1.66081E-07, -1.35959E-07, 1.66081E-07, 1.35959E-07, 5.7806E-11
DataValue, 0.01, 0, 4.0736000000000004E-11, 2.2996300000000002E-05, -2.29981E-05, 2.2996300000000002E-05, 2.29981E-05, 4.0736000000000004E-11
DataValue, 0.02, 0, 7.6555E-11, 4.55019E-05, -4.55036E-05, 4.55019E-05, 4.55036E-05, 7.6555E-11
DataValue, 0.030000000000000002, 0, 4.0369E-11, 6.78334E-05, -6.78387E-05, 6.78334E-05, 6.78387E-05, 4.0369E-11
DataValue, 0.04, 0, 3.8374E-11, 9.02166E-05, -9.02104E-05, 9.02166E-05, 9.02104E-05, 3.8374E-11
DataValue, 0.05, 0, 4.9436000000000004E-11, 0.0001122275, -0.0001122226, 0.0001122275, 0.0001122226, 4.9436000000000004E-11
DataValue, 0.060000000000000005, 0, 3.9073E-11, 0.00013405, -0.000134057, 0.00013405, 0.000134057, 3.9073E-11
DataValue, 0.07, 0, -9.0201E-11, 0.00015591000000000002, -0.00015593100000000002, 0.00015591000000000002, 0.00015593100000000002, 9.0201E-11
DataValue, 0.08, 0, -1.9200000000000003E-12, 0.000177414, -0.000177409, 0.000177414, 0.000177409, 1.9200000000000003E-12
DataValue, 0.090000000000000011, 0, 1.5633000000000002E-11, 0.000198655, -0.00019865800000000002, 0.000198655, 0.00019865800000000002, 1.5633000000000002E-11
DataValue, 0.1, 0, 2.0218E-11, 0.00021988400000000003, -0.000219843, 0.00021988400000000003, 0.000219843, 2.0218E-11
DataValue, 0.11, 0, 2.2764000000000003E-11, 0.00024071500000000002, -0.00024070000000000002, 0.00024071500000000002, 0.00024070000000000002, 2.2764000000000003E-11
DataValue, 0.12000000000000001, 0, 2.4327000000000002E-11, 0.000261307, -0.000261277, 0.000261307, 0.000261277, 2.4327000000000002E-11
DataValue, 0.13, 0, -2.3213000000000003E-11, 0.000281857, -0.00028183900000000004, 0.000281857, 0.00028183900000000004, 2.3213000000000003E-11
DataValue, 0.14, 0, -5.7600000000000007E-13, 0.000302109, -0.00030205200000000003, 0.000302109, 0.00030205200000000003, 5.7600000000000007E-13
DataValue, 0.15, 0, -2.7843E-11, 0.000321955, -0.000321979, 0.000321955, 0.000321979, 2.7843E-11
DataValue, 0.16, 0, 7.8800000000000012E-12, 0.000341807, -0.000341744, 0.000341807, 0.000341744, 7.8800000000000012E-12
DataValue, 0.17, 0, 1.2042E-11, 0.000361145, -0.000361115, 0.000361145, 0.000361115, 1.2042E-11
DataValue, 0.18000000000000002, 0, -3.9103000000000006E-11, 0.00038023, -0.000380224, 0.00038023, 0.000380224, 3.9103000000000006E-11
DataValue, 0.19, 0, -1.342E-11, 0.000399191, -0.000399153, 0.000399191, 0.000399153, 1.342E-11
DataValue, 0.2, 0, -3.477E-11, 0.000417803, -0.00041778800000000005, 0.000417803, 0.00041778800000000005, 3.477E-11
DataValue, 0.21000000000000002, 0, -2.3510000000000004E-12, 0.00043622100000000004, -0.00043625600000000005, 0.00043622100000000004, 0.00043625600000000005, 2.3510000000000004E-12
DataValue, 0.22, 0, 1.5870000000000002E-12, 0.000454223, -0.000454151, 0.000454223, 0.000454151, 1.5870000000000002E-12
DataValue, 0.23, 0, 9.4415E-11, 0.000471213, -0.000471127, 0.000471213, 0.000471127, 9.4415E-11
DataValue, 0.24000000000000002, 0, 5.3865000000000006E-11, 0.00048877300000000007, -0.00048864200000000007, 0.00048877300000000007, 0.00048864200000000007, 5.3865000000000006E-11
DataValue, 0.25, 0, 6.15576E-10, 0.00050580100000000006, -0.000505803, 0.00050580100000000006, 0.000505803, 6.15576E-10
DataValue, 0.26, 0, 7.5287E-11, 0.000522737, -0.000522633, 0.000522737, 0.000522633, 7.5287E-11
DataValue, 0.27, 0, 5.8409E-11, 0.000539312, -0.00053914400000000008, 0.000539312, 0.00053914400000000008, 5.8409E-11
DataValue, 0.28, 0, 5.0930000000000005E-11, 0.000555389, -0.000555234, 0.000555389, 0.000555234, 5.0930000000000005E-11
DataValue, 0.29000000000000004, 0, 4.6596000000000004E-11, 0.00057126600000000007, -0.000571151, 0.00057126600000000007, 0.000571151, 4.6596000000000004E-11
DataValue, 0.3, 0, 4.4196000000000004E-11, 0.00058685700000000009, -0.000586613, 0.00058685700000000009, 0.000586613, 4.4196000000000004E-11
DataValue, 0.31, 0, 4.7187E-11, 0.000601836, -0.000601721, 0.000601836, 0.000601721, 4.7187E-11
DataValue, 0.32, 0, 4.2013000000000005E-11, 0.000616408, -0.000616193, 0.000616408, 0.000616193, 4.2013000000000005E-11
DataValue, 0.33, 0, -6.6939000000000008E-11, 0.00063088500000000008, -0.000630828, 0.00063088500000000008, 0.000630828, 6.6939000000000008E-11
DataValue, 0.34, 0, -3.6800000000000005E-12, 0.00064456000000000008, -0.00064447100000000008, 0.00064456000000000008, 0.00064447100000000008, 3.6800000000000005E-12
DataValue, 0.35000000000000003, 0, 1.4906E-11, 0.0006581, -0.000657811, 0.0006581, 0.000657811, 1.4906E-11
DataValue, 0.36000000000000004, 0, 5.93206E-10, 0.000671241, -0.00067098700000000006, 0.000671241, 0.00067098700000000006, 5.93206E-10
DataValue, 0.37, 0, 6.0171E-11, 0.000684074, -0.000683815, 0.000684074, 0.000683815, 6.0171E-11
DataValue, 0.38, 0, 4.7132E-11, 0.000696242, -0.000695918, 0.000696242, 0.000695918, 4.7132E-11
DataValue, 0.39, 0, -3.65E-12, 0.00070701, -0.00070671200000000007, 0.00070701, 0.00070671200000000007, 3.65E-12
DataValue, 0.4, 0, 1.5254E-11, 0.000718265, -0.000718021, 0.000718265, 0.000718021, 1.5254E-11
DataValue, 0.41000000000000003, 0, 7.0427000000000009E-11, 0.00072986300000000008, -0.000729591, 0.00072986300000000008, 0.000729591, 7.0427000000000009E-11
DataValue, 0.42000000000000004, 0, 2.6171E-11, 0.00074040600000000009, -0.00074019100000000007, 0.00074040600000000009, 0.00074019100000000007, 2.6171E-11
DataValue, 0.43, 0, 2.6360000000000003E-11, 0.00075074800000000008, -0.000750504, 0.00075074800000000008, 0.000750504, 2.6360000000000003E-11
DataValue, 0.44, 0, 2.6814E-11, 0.000760494, -0.000760088, 0.000760494, 0.000760088, 2.6814E-11
DataValue, 0.45, 0, 2.6874000000000002E-11, 0.00076978700000000008, -0.0007695060000000001, 0.00076978700000000008, 0.0007695060000000001, 2.6874000000000002E-11
DataValue, 0.46, 0, 2.7251000000000002E-11, 0.00077786, -0.000777508, 0.00077786, 0.000777508, 2.7251000000000002E-11
DataValue, 0.47000000000000003, 0, 2.6931000000000003E-11, 0.00078648500000000007, -0.00078615, 0.00078648500000000007, 0.00078615, 2.6931000000000003E-11
DataValue, 0.48000000000000004, 0, 2.7157000000000003E-11, 0.00079425, -0.00079361100000000006, 0.00079425, 0.00079361100000000006, 2.7157000000000003E-11
DataValue, 0.49000000000000005, 0, -6.0098E-11, 0.00080106900000000006, -0.000800976, 0.00080106900000000006, 0.000800976, 6.0098E-11
DataValue, 0.5, 0, -4.252E-12, 0.00080618000000000009, -0.000805632, 0.00080618000000000009, 0.000805632, 4.252E-12
DataValue, 0.51, 0, 5.858E-12, 0.00081309900000000007, -0.00081242400000000007, 0.00081309900000000007, 0.00081242400000000007, 5.858E-12
DataValue, 0.52, 0, 4.6009E-11, 0.000816753, -0.000816527, 0.000816753, 0.000816527, 4.6009E-11
DataValue, 0.53, 0, 3.6029E-11, 0.000822414, -0.00082182300000000006, 0.000822414, 0.00082182300000000006, 3.6029E-11
DataValue, 0.54, 0, 3.1922E-11, 0.000827419, -0.00082672700000000008, 0.000827419, 0.00082672700000000008, 3.1922E-11
DataValue, 0.55, 0, 3.0366000000000005E-11, 0.000832185, -0.000831777, 0.000832185, 0.000831777, 3.0366000000000005E-11
DataValue, 0.56, 0, 2.9808E-11, 0.00083628300000000006, -0.000835964, 0.00083628300000000006, 0.000835964, 2.9808E-11
DataValue, 0.57000000000000006, 0, 2.8713000000000003E-11, 0.000840253, -0.00083967100000000006, 0.000840253, 0.00083967100000000006, 2.8713000000000003E-11
DataValue, 0.58000000000000007, 0, 2.8672E-11, 0.00084365800000000006, -0.00084292200000000007, 0.00084365800000000006, 0.00084292200000000007, 2.8672E-11
DataValue, 0.59000000000000008, 0, 2.8379E-11, 0.00084570300000000006, -0.000844998, 0.00084570300000000006, 0.000844998, 2.8379E-11
DataValue, 0.6, 0, 2.8178000000000002E-11, 0.000848188, -0.000847527, 0.000848188, 0.000847527, 2.8178000000000002E-11
DataValue, 0.61, 0, 2.7761000000000002E-11, 0.000850509, -0.00084970500000000008, 0.000850509, 0.00084970500000000008, 2.7761000000000002E-11
DataValue, 0.62, 0, -4.93548E-10, 0.000851602, -0.000851292, 0.000851602, 0.000851292, 4.93548E-10
DataValue, 0.63, 0, -7.281E-12, 0.0008533490000000001, -0.00085258200000000006, 0.0008533490000000001, 0.00085258200000000006, 7.281E-12
DataValue, 0.64, 0, 5.467E-12, 0.00085365100000000008, -0.000853027, 0.00085365100000000008, 0.000853027, 5.467E-12
DataValue, 0.65, 0, 5.4382E-11, 0.00085196900000000006, -0.000851346, 0.00085196900000000006, 0.000851346, 5.4382E-11
DataValue, 0.66, 0, 3.6764E-11, 0.00085232200000000008, -0.000851431, 0.00085232200000000008, 0.000851431, 3.6764E-11
DataValue, 0.67, 0, 5.66892E-10, 0.00085185900000000006, -0.00085142500000000006, 0.00085185900000000006, 0.00085142500000000006, 5.66892E-10
DataValue, 0.68, 0, 6.6956000000000012E-11, 0.0008518960000000001, -0.00085152300000000008, 0.0008518960000000001, 0.00085152300000000008, 6.6956000000000012E-11
DataValue, 0.69000000000000006, 0, 5.1985E-11, 0.000852449, -0.00085181100000000006, 0.000852449, 0.00085181100000000006, 5.1985E-11
DataValue, 0.70000000000000007, 0, -2.0669E-10, 0.000852964, -0.000852332, 0.000852964, 0.000852332, 2.0669E-10
DataValue, 0.71000000000000008, 0, 9.682E-12, 0.000850671, -0.000849723, 0.000850671, 0.000849723, 9.682E-12
DataValue, 0.72000000000000008, 0, 1.9097E-11, 0.000849667, -0.0008495340000000001, 0.000849667, 0.0008495340000000001, 1.9097E-11
DataValue, 0.73, 0, 7.2316000000000006E-11, 0.00084629500000000006, -0.000846485, 0.00084629500000000006, 0.000846485, 7.2316000000000006E-11
DataValue, 0.74, 0, 5.1250000000000004E-11, 0.000844758, -0.00084500900000000008, 0.000844758, 0.00084500900000000008, 5.1250000000000004E-11
DataValue, 0.75, 0, -4.9013E-10, 0.000843551, -0.00084297800000000009, 0.000843551, 0.00084297800000000009, 4.9013E-10
DataValue, 0.76, 0, 4.988E-12, 0.00084143400000000006, -0.0008407820000000001, 0.00084143400000000006, 0.0008407820000000001, 4.988E-12
DataValue, 0.77, 0, 1.6962E-11, 0.000839401, -0.000838904, 0.000839401, 0.000838904, 1.6962E-11
DataValue, 0.78, 0, 5.9713E-11, 0.00083859700000000006, -0.000838408, 0.00083859700000000006, 0.000838408, 5.9713E-11
DataValue, 0.79, 0, 2.6372000000000003E-11, 0.000836715, -0.000835937, 0.000836715, 0.000835937, 2.6372000000000003E-11
DataValue, 0.8, 0, 2.6568E-11, 0.000833905, -0.00083363400000000009, 0.000833905, 0.00083363400000000009, 2.6568E-11
DataValue, 0.81, 0, 6.9597000000000011E-11, 0.000829333, -0.00082880700000000009, 0.000829333, 0.00082880700000000009, 6.9597000000000011E-11
DataValue, 0.82000000000000006, 0, 5.0417000000000005E-11, 0.00082885500000000009, -0.000827982, 0.00082885500000000009, 0.000827982, 5.0417000000000005E-11
DataValue, 0.83000000000000007, 0, -9.2187900000000012E-10, 0.00082995000000000009, -0.000828065, 0.00082995000000000009, 0.000828065, 9.2187900000000012E-10
DataValue, 0.84000000000000008, 0, -4.3408000000000004E-11, 0.00082269100000000007, -0.000822322, 0.00082269100000000007, 0.000822322, 4.3408000000000004E-11
